BA1,0.745951072,0.753021731,0.611559584,0.724099471,0.71034073,0.874536628,0.626369311,0.7441643,0.728020302,0.544703479,0.384903559,0.471208244,0,0,0.342648661,0.363501373,0.509625713,0.480493169,0.528872664,0.852186814,0,0.302458982,0.537775363,0.527782353,0.858378895,0,0.86542811,0.888843619,0.550866223,0.855150461,0,0,0.065417517,0.437095256,0.781375654,0.666918571,0.734177215,0.61038961,0.493150685,0.370786517,0.023529412,0.409638554,0.464788732,0.461538462,0.697368421,0.820593899,0.635431237,0.539777863,0.438720827,0.025489512,0.529379059,0.425874125,0.52822178,0.618365844,1
BA2,0.637400258,0.691821074,0.507293891,0.763683033,0.528674569,0.828295065,0.533619014,0.752845484,0.548906765,0.462411857,0.351250875,0.54024401,0,0,0.20577339,0.469323598,0.471041162,0.46064098,0.390686133,0.790079075,0,0.144166995,0.55895265,0.454821553,0.799235809,0,0.825012167,0.859816859,0.485035375,0.769685294,0,0,0.065703615,0.215943989,0.659608454,0.400998028,0.594936709,0.636363636,0.452054795,0.370786517,0.035294118,0.409638554,0.464788732,0.492307692,0.684210526,0.579109955,0.576938692,0.430912799,0.382077211,0.033297804,0.461030478,0.370889158,0.49069079,0.5283672,1
BA3,0.832666994,0.760522929,0.650665724,0.846565952,0.767441978,0.879265472,0.731734939,0.863304788,0.777033049,0.487115847,0.476767422,0.59464682,0,0.10052636,0.198748179,0.471533717,0.634770657,0.409863788,0.412784617,0.981367588,0.073328213,0.185492042,0.612296391,0.455003955,0.986097091,0.796593853,0.796124619,0.880826263,0.464144635,0.785986419,0,0.086176501,0.150669309,0.216365918,0.586803112,0.494654618,0.734177215,0.623376623,0.534246575,0.404494382,0.082352941,0.397590361,0.577464789,0.507692308,0.631578947,0.623511839,0.493092451,0.444317683,0.36365807,0.067786931,0.390407533,0.402038456,0.441494606,0.425527152,1
BA4,0.537052012,0.660446943,0.535107461,0.781112577,0.45555242,0.754039852,0.61150179,0.781054708,0.325931549,0.37584462,0.436132938,0.613760048,0,0,0.049081525,0.482112588,0.572044994,0.234203946,0.298752047,0.858895483,0,0.029086561,0.492953595,0.252893502,0.91195241,0,0.832255898,0.841621762,0.256532633,0.622057197,0,0,0,0.064995861,0.858049649,0.606391907,0.734177215,0.519480519,0.465753425,0.382022472,0,0.710843373,0.478873239,0.538461538,0.513157895,0.797180218,0.525362317,0.495244561,0.439118219,0,0.892417489,0.426259881,0.598675275,0.4420409,1
BA5,0.506353844,0.695898971,0.41928606,0.680254028,0.470164175,0.826625593,0.484722146,0.723045562,0.235807225,0.522609839,0.34022145,0.612365021,0,0,0.081433555,0.245727527,0.495747364,0.512197308,0.428266325,0.750287964,0,0.092713667,0.533938548,0.565085225,0.71359356,0,0.884274326,0.932080839,0.592738071,0.723624182,0,0,0,0.13228177,0,0.651967269,0.721518987,0.493506494,0.726027397,0.191011236,0,0.397590361,0.492957746,0.446153846,0.578947368,0.624035389,0.397546896,0.614925509,0.174886906,0,0.397590364,0.349517908,0.39511827,0.397243111,1
BA6,0.568677149,0.673332665,0.366557296,0.563261574,0.471824731,0.684936608,0.333541599,0.540941162,0.348281078,0.556601608,0.297731961,0.591706293,0,0.025311724,0.171278453,0.63230299,0.446417432,0.430903915,0.21056337,0.592276595,0,0.153007736,0.643094636,0.397833939,0.569583857,0,0.820879054,0.861329276,0.505314782,0.539672201,0,0,0.063936001,0.175685838,0.593890323,0.599370141,0.683544304,0.363636364,0.452054795,0.393258427,0.023529412,0.409638554,0.492957746,0.246153846,0.539473684,0.616547255,0.305492853,0.399299564,0.375504095,0.020569974,0.427207703,0.364508517,0.227346021,0.386034216,1
BA7,0.671833189,0.430091281,0.641287882,0.464301726,0.630664986,0.483351109,0.684749121,0.407555661,0.47533398,0.249020313,0.506083952,0.566092629,0,0.023637871,0.220273844,0.360552887,0.62698316,0.44445978,0.486014333,0.545004098,0,0.216443556,0.748458324,0.581849297,0.481824974,0,0.807797659,0.937774131,0.655826151,0.794130329,0,0,0.150223736,0.19107338,0.704166857,0.597303458,0.392405063,0.142857143,0.561643836,0.483146067,0.082352941,0.409638554,0.605633803,0.492307692,0.447368421,0.355952556,0.120696183,0.498915001,0.463951845,0.072403515,0.429632268,0.450366325,0.457272581,0.321942773,1
BA8,0.585532544,0.640591175,0.445804707,0.724726175,0.483540768,0.751228523,0.357337604,0.686942652,0.402920938,0.449925991,0.379916662,0.622859196,0,0.158383149,0.223399641,0.52376736,0.523568476,0.469103645,0.279176267,0.653930577,0.113608739,0.367531639,0.809370614,0.498296462,0.540281969,0.925633046,0.876350819,0.938415008,0.76838943,0.882061859,0,0.061967516,0.24962681,0.180381432,0.691661551,0.554263117,0.683544304,0.519480519,0.643835616,0.348314607,0.023529412,0.397590361,0.464788732,0.507692308,0.578947368,0.632246378,0.447530861,0.583180143,0.341058055,0.021093752,0.425200797,0.352430552,0.480840769,0.424829435,1
BA9,0.613840945,0.634510485,0.516378687,0.754098765,0.500130728,0.791419435,0.491847974,0.746952737,0.357037035,0.412018724,0.448030884,0.712923157,0,0.227389852,0.192977989,0.394012473,0.480207166,0.501600395,0.380784943,0.740227539,0.144285729,0.251236317,0.738670952,0.484988581,0.672887658,0.783716934,0.798738137,0.948457689,0.684947589,0.815142611,0,0.135385729,0.247497581,0.180391863,0.689444881,0.705822879,0.708860759,0.493506494,0.904109589,0.08988764,0,0.397590361,0.464788732,0.707692308,0.394736842,0.604581381,0.392031308,0.755132149,0.081157892,0,0.392074162,0.324973317,0.618043916,0.267089818,1
BA10,0.53107148,0.539956502,0.417447741,0.522579741,0.352457937,0.592975635,0.357441546,0.53720765,0.334330345,0.378384899,0.451308901,0.608418046,0.172959907,0.125497689,0.157678753,0.59104634,0.552887723,0.409459045,0.455909605,0.433359013,0.149680415,0.306588283,0.852585332,0.498482154,0.3674973,0.696873646,0.90749308,0.939444342,0.769213032,0.575211224,0.079540048,0.124732607,0.101789606,0.161886354,0.541547055,0.634704342,0.746835443,0.363636364,0.465753425,0.382022472,0.058823529,0.397590361,0.492957746,0.492307692,0.394736842,0.650153143,0.29484386,0.397058822,0.352059923,0.049632352,0.400188986,0.351802341,0.438842207,0.272617823,1
